projection,year,female occupation,male occupation,male_bias,female_bias,occupation_combined,reshaped_labels,color,translated_occupation,occupation
-0.054554684,1954,العاملة,عامل,0.070499087,-0.125053771,عاملة-عامل,ﻞﻣﺎﻌﻟﺍ-ﺔﻠﻣﺎﻌﻟﺍ,"(0.9810841983852365, 0.9104959630911187, 0.8689734717416377, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.190082013,1955,ممثلة,ممثل,-0.015110067,-0.205192081,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.960322952710496, 0.6678200692041522, 0.5363321799307956, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.151410075,1955,العاملة,عامل,0.1076062149891736,-0.25901629,عاملة-عامل,ﻞﻣﺎﻌﻟﺍ-ﺔﻠﻣﺎﻌﻟﺍ,"(0.9741637831603229, 0.7508650519031141, 0.6424452133794694, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.002724578,1955,راقصة,راقص,-0.095867962,-0.09859254,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9690888119953864, 0.9664744329104191, 0.9649365628604383, 1.0)",Dancer,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ
-0.100711233,1956,ممثلة,ممثل,-0.078854736,0.1795659689036757,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9921568627450981, 0.8588235294117647, 0.7803921568627451, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.096325183,1956,راقصة,راقص,0.070410568,0.1667357517104788,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9912341407151096, 0.8631295655517108, 0.7877739331026529, 1.0)",Dancer,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ
-0.021033236,1956,عاملة,عامل,0.082480776,0.1035140113647059,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9737024221453288, 0.9449442522106881, 0.9280276816608996, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
0.071540705,1956,مصورة,مصور,0.1679834070791614,0.096442702,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.8605151864667436, 0.9174163783160324, 0.9487120338331411, 1.0)",Photographer,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ
-0.132549947,1957,ممثلة,ممثل,-0.100450273,0.2330002201188247,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9810841983852365, 0.7923875432525951, 0.6955017301038062, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.03192252,1957,ممرضة,ممرض,0.061065346,0.092987865,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9764705882352941, 0.9320261437908497, 0.9058823529411765, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
0.009550583,1957,عاملة,عامل,-0.164099703,0.1545491200706188,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9540176855055748, 0.9617070357554787, 0.9659361783929258, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
0.017369604,1957,مصورة,مصور,-0.118591871,0.1012222668761433,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.942329873125721, 0.956170703575548, 0.9637831603229527, 1.0)",Photographer,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ
0.038808766,1957,راقصة,راقص,0.049961709,0.011152943,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9131103421760862, 0.9423298731257209, 0.95840061514802, 1.0)",Dancer,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ
-0.191401193,1958,الراقصة,راقص,0.002950594,0.1943517868203283,راقصة-راقص,ﺺﻗﺍﺮﻟﺍ-ﺔﺼﻗﺍﺮﻟﺍ,"(0.960322952710496, 0.6678200692041522, 0.5363321799307956, 1.0)",Dancer,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ
-0.113899741,1958,المصورة,مصور,-0.032894016,0.1467937570224697,مصورة-مصور,ﺭﻮﺼﻤﻟﺍ-ﺓﺭﻮﺼﻤﻟﺍ,"(0.9866205305651673, 0.8256055363321797, 0.7379469434832755, 1.0)",Photographer,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ
-0.093613428,1958,عاملة,عامل,-0.119054187,0.2126676151872715,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9903114186851212, 0.867435601691657, 0.7951557093425605, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.058236759,1958,ممرضة,ممرض,0.1131071226516938,0.1713438819043208,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.982006920415225, 0.9061899269511726, 0.8615916955017301, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
-0.054376211,1958,سكرتيرة,سكرتير,-0.05539497,0.1097711803167499,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9810841983852365, 0.9104959630911187, 0.8689734717416377, 1.0)",Secretary,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ
-0.043641258,1958,ممثلة,ممثل,-0.174226364,0.2178676220414009,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.255596771,1959,ممثلة,ممثل,-0.063062615,0.3186593858949474,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.8899653979238754, 0.493194925028835, 0.3916186082276047, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.078450677,1959,عاملة,عامل,-0.038058346,0.1165090235987406,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9875432525951557, 0.8803537101114955, 0.8173010380622837, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.065839766,1959,سكرتيرة,سكرتير,-0.059502187,0.1253419536477073,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9838523644752019, 0.8975778546712803, 0.8468281430219147, 1.0)",Secretary,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ
-0.055672821,1959,راقصة,راقص,0.038008509,0.09368133,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.982006920415225, 0.9061899269511726, 0.8615916955017301, 1.0)",Dancer,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ
-0.044388141,1959,ممرضة,ممرض,0.090474897,0.1348630376597026,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
-0.024750812,1959,مصورة,مصور,-0.056573714,0.081324526,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9746251441753172, 0.940638216070742, 0.9206459054209919, 1.0)",Photographer,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ
-0.108057308,1960,عاملة,عامل,-0.141509331,0.2495666393465282,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.9893886966551326, 0.8422145328719722, 0.7591695501730104, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.047502239,1960,ممرضة,ممرض,0.083868571,0.1313708105545001,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.980161476355248, 0.914801999231065, 0.8763552479815455, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
-0.035332567,1960,ممثلة,ممثل,-0.178870885,0.2142034511348151,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9773933102652826, 0.9277201076509035, 0.8985005767012687, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.025189846,1960,راقصة,راقص,0.088548426,0.1137382717406975,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9746251441753172, 0.940638216070742, 0.9206459054209919, 1.0)",Dancer,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ
-0.01354353,1960,مصورة,مصور,-0.06266484,0.07620837,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9718569780853518, 0.9535563244905806, 0.9427912341407151, 1.0)",Photographer,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ
-0.202763175,1961,عاملة,عامل,0.027042225,0.2298054006960716,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.954555940023068, 0.641753171856978, 0.5057285659361782, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.159244837,1961,ممثلة,ممثل,-0.091756389,0.2510012263632898,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.9713956170703576, 0.7342560553633217, 0.6212226066897346, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.07765399,1961,بائعة,بائع,-0.058352545,0.1360065352165685,بائعة-بائع,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ,"(0.9866205305651673, 0.8846597462514417, 0.8246828143021915, 1.0)",Seller,ﻊﺋﺎﺑ-ﺔﻌﺋﺎﺑ
-0.067916219,1961,مصورة,مصور,-0.083256441,0.15117266,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.9847750865051903, 0.8932718185313341, 0.8394463667820069, 1.0)",Photographer,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ
-0.061705568,1961,راقصة,راقص,0.086856916,0.1485624834282105,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9829296424452134, 0.9018838908112264, 0.8542099192618224, 1.0)",Dancer,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ
-0.048636372,1961,سكرتيرة,سكرتير,-0.073896814,0.1225331850542165,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.980161476355248, 0.914801999231065, 0.8763552479815455, 1.0)",Secretary,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ
-0.016630987,1961,ممرضة,ممرض,-0.073545438,0.090176425,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9727797001153402, 0.9492502883506344, 0.9354094579008074, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
0.096385222,1961,سفيرة,سفير,-0.138803438,-0.042418216,سفيرة-سفير,ﺮﻴﻔﺳ-ﺓﺮﻴﻔﺳ,"(0.825451749327182, 0.90080738177624, 0.9422529796232219, 1.0)",Ambassador,ﺮﻴﻔﺳ-ﺓﺮﻴﻔﺳ
-0.235492137,1962,ممثلة,ممثل,-0.077986803,0.313478941,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.913033448673587, 0.5462514417531718, 0.43237216455209526, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
-0.187510185,1962,عاملة,عامل,-0.030910553,0.2184207378420912,عاملة-عامل,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ,"(0.960322952710496, 0.6678200692041522, 0.5363321799307956, 1.0)",Worker,ﻞﻣﺎﻋ-ﺔﻠﻣﺎﻋ
-0.057814903,1962,مصورة,مصور,0.09793596,0.1557508631481513,مصورة-مصور,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ,"(0.982006920415225, 0.9061899269511726, 0.8615916955017301, 1.0)",Photographer,ﺭﻮﺼﻣ-ﺓﺭﻮﺼﻣ
-0.037446241,1962,ممرضة,ممرض,0.1573218214051648,0.1947680626126508,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9773933102652826, 0.9277201076509035, 0.8985005767012687, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
0.008066519,1962,راقصة,راقص,0.01262789,-0.004561371,راقصة-راقص,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ,"(0.9540176855055748, 0.9617070357554787, 0.9659361783929258, 1.0)",Dancer,ﺺﻗﺍﺭ-ﺔﺼﻗﺍﺭ
-0.145669553,1963,سكرتيرة,سكرتير,-0.047703092,0.1933726447416234,سكرتيرة-سكرتير,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ,"(0.9755478662053056, 0.7591695501730102, 0.6530565167243365, 1.0)",Secretary,ﺮﻴﺗﺮﻜﺳ-ﺓﺮﻴﺗﺮﻜﺳ
-0.078389437,1963,ممرضة,ممرض,-0.018017881,0.096407319,ممرضة-ممرض,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ,"(0.9875432525951557, 0.8803537101114955, 0.8173010380622837, 1.0)",Nurse,ﺽﺮﻤﻣ-ﺔﺿﺮﻤﻣ
-0.05619855,1963,ممثلة,ممثل,-0.129978354,0.1861769037744827,ممثلة-ممثل,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ,"(0.982006920415225, 0.9061899269511726, 0.8615916955017301, 1.0)",Actor,ﻞﺜﻤﻣ-ﺔﻠﺜﻤﻣ
