projection,year,female occupation,male occupation,male_bias,female_bias,occupation_combined,reshaped_labels,color,translated_occupation,occupation
0.4802450803316015,1953,الدكتورة,دكتور,0.4903639904157348,0.01011891,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.04113802383698577, 0.22975778546712802, 0.4380622837370242, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
-0.039613731,1954,الجندية,جندي,0.010152021,-0.049765752,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9783160322952711, 0.9234140715109573, 0.891118800461361, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
-0.13328851,1955,الكاتبة,كاتب,-0.020612294,-0.153900804,كاتبة-كاتب,ﺐﺗﺎﻜﻟﺍ-ﺔﺒﺗﺎﻜﻟﺍ,"(0.9797001153402538, 0.7840830449826989, 0.6848904267589389, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
-0.062546785,1955,الجندية,جندي,0.039575757,-0.102122543,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9838523644752019, 0.8975778546712803, 0.8468281430219147, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
0.035339074,1956,الموظفة,موظف,-0.21984675,0.1845076761158199,موظفة-موظف,ﻒﻇﻮﻤﻟﺍ-ﺔﻔﻇﻮﻤﻟﺍ,"(0.9131103421760862, 0.9423298731257209, 0.95840061514802, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.086325332,1956,الكاتبة,كاتب,-0.265301856,0.1789765242523981,كاتبة-كاتب,ﺐﺗﺎﻜﻟﺍ-ﺔﺒﺗﺎﻜﻟﺍ,"(0.8371395617070359, 0.9063437139561707, 0.9444059976931949, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
0.1192148696738017,1956,الجندية,جندي,-0.18671234,0.06749747,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.7711649365628607, 0.8734332948865823, 0.9273356401384084, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
0.3279701618961885,1956,الدكتورة,دكتور,-0.380821795,0.052851633,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.2261437908496732, 0.5280276816608996, 0.7399461745482506, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
0.028471332,1957,شاعرة,شاعر,-0.271043548,0.2425722157144584,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.92479815455594, 0.9478662053056517, 0.960553633217993, 1.0)",Poet,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ
0.064946386,1957,موظفة,موظف,-0.201026585,0.1360801991902194,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.8722029988465976, 0.9229527104959632, 0.9508650519031142, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.1243920435250384,1957,كاتبة,كاتب,-0.208047252,0.083655209,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.7614763552479817, 0.8685121107266438, 0.924567474048443, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
0.2352089661029852,1957,الدكتورة,دكتور,-0.245230821,0.010021855,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.45713187235678604, 0.6995001922337564, 0.8311418685121108, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
0.3009403864066706,1957,الجندية,جندي,-0.308604671,-0.007664285,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.2575163398692811, 0.5695501730103806, 0.7611687812379854, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
-0.038047638,1958,كاتبة,كاتب,-0.093621234,0.1316688717664575,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.9773933102652826, 0.9277201076509035, 0.8985005767012687, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
-0.026490906,1958,شاعرة,شاعر,-0.113550258,0.1400411638693222,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.9746251441753172, 0.940638216070742, 0.9206459054209919, 1.0)",Poet,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ
0.083505597,1958,الجندية,جندي,-0.202169536,0.1186639384312125,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.8429834678969628, 0.9091118800461362, 0.9454825067281815, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
0.238870171,1958,موظفة,موظف,-0.254826915,0.015956744,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.4449826989619379, 0.6918108419838525, 0.8269896193771626, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.3219578907864441,1958,الدكتورة,دكتور,-0.339522395,0.017564505,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.23137254901960785, 0.5349480968858131, 0.7434832756632064, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
-0.087240525,1959,كاتبة,كاتب,-0.115471585,0.2027121097600229,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.9893886966551326, 0.8717416378316032, 0.8025374855824683, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
0.065529023,1959,حارسة,حارس,-0.148230315,0.082701293,حارسة-حارس,ﺱﺭﺎﺣ-ﺔﺳﺭﺎﺣ,"(0.8722029988465976, 0.9229527104959632, 0.9508650519031142, 1.0)",Guard,ﺱﺭﺎﺣ-ﺔﺳﺭﺎﺣ
0.176032265,1959,الموظفة,موظف,-0.331996519,0.1559642539604794,موظفة-موظف,ﻒﻇﻮﻤﻟﺍ-ﺔﻔﻇﻮﻤﻟﺍ,"(0.6258362168396773, 0.7996155324875049, 0.8858131487889275, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.1982560853419942,1959,الطبيبة,طبيب,-0.306607676,0.1083515908915325,طبيبة-طبيب,ﺐﻴﺒﻄﻟﺍ-ﺔﺒﻴﺒﻄﻟﺍ,"(0.5773933102652828, 0.7750096116878126, 0.8719723183391004, 1.0)",Physician,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ
0.2210789620647114,1959,الشاعرة,شاعر,-0.327128555,0.1060495924442226,شاعرة-شاعر,ﺮﻋﺎﺸﻟﺍ-ﺓﺮﻋﺎﺸﻟﺍ,"(0.5057285659361787, 0.7302575932333719, 0.8477508650519032, 1.0)",Poet,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ
0.2758334520413413,1959,الدكتورة,دكتور,-0.330576018,0.054742566,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.3356401384083046, 0.6226066897347174, 0.7896193771626298, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
0.2778544552411029,1959,الجندية,جندي,-0.288068692,-0.010214237,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.3234909650134564, 0.6149173394848135, 0.7854671280276817, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
-0.085190497,1960,كاتبة,كاتب,-0.093610487,0.1788009843128356,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.9884659746251442, 0.8760476739715493, 0.809919261822376, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
-0.004846055,1960,موظفة,موظف,-0.181982201,0.1868282554536242,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.9700115340253749, 0.9621683967704728, 0.9575547866205305, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.043555603,1960,شاعرة,شاعر,-0.129087214,0.085531611,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.9014225297962323, 0.9367935409457901, 0.956247597078047, 1.0)",Poet,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ
0.1654616713399066,1960,الجندية,جندي,-0.24427054,0.078808868,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.654901960784314, 0.8143790849673205, 0.8941176470588236, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
0.287492124,1960,المحامية,محامي,-0.36689647,0.079404346,محامية-محامي,ﻲﻣﺎﺤﻤﻟﺍ-ﺔﻴﻣﺎﺤﻤﻟﺍ,"(0.29919261822376014, 0.5995386389850057, 0.7771626297577854, 1.0)",Lawyer,ﻲﻣﺎﺤﻣ-ﺔﻴﻣﺎﺤﻣ
0.3139776812741927,1960,الدكتورة,دكتور,-0.356413077,0.042435395,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.24183006535947713, 0.5487889273356401, 0.750557477893118, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
-0.047585881,1961,الكاتبة,كاتب,-0.251148603,0.298734484,كاتبة-كاتب,ﺐﺗﺎﻜﻟﺍ-ﺔﺒﺗﺎﻜﻟﺍ,"(0.980161476355248, 0.914801999231065, 0.8763552479815455, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
0.073392443,1961,شاعرة,شاعر,-0.194352883,0.1209604401377833,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.8605151864667436, 0.9174163783160324, 0.9487120338331411, 1.0)",Poet,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ
0.1103557322556101,1961,الجندية,جندي,-0.186207986,0.075852254,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.7905420991926184, 0.8832756632064592, 0.9328719723183392, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
0.2089034492730097,1961,الموظفة,موظف,-0.24112545,0.032222001,موظفة-موظف,ﻒﻇﻮﻤﻟﺍ-ﺔﻔﻇﻮﻤﻟﺍ,"(0.5421760861207231, 0.7533256439830837, 0.8602076124567475, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.222827937,1961,الطبيبة,طبيب,-0.428600151,0.205772214,طبيبة-طبيب,ﺐﻴﺒﻄﻟﺍ-ﺔﺒﻴﺒﻄﻟﺍ,"(0.4935793925413305, 0.7225682429834681, 0.8435986159169551, 1.0)",Physician,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ
0.2742964721868084,1961,الدكتورة,دكتور,-0.369892416,0.095595944,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.3356401384083046, 0.6226066897347174, 0.7896193771626298, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
-0.019671422,1962,الموظفة,موظف,-0.224365755,0.2440371768285244,موظفة-موظف,ﻒﻇﻮﻤﻟﺍ-ﺔﻔﻇﻮﻤﻟﺍ,"(0.9737024221453288, 0.9449442522106881, 0.9280276816608996, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
-0.01951824,1962,كاتبة,كاتب,-0.145753394,0.1652716340191024,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.9727797001153402, 0.9492502883506344, 0.9354094579008074, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
0.031977592,1962,شاعرة,شاعر,-0.199903504,0.1679259115595756,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.9189542483660131, 0.9450980392156864, 0.9594771241830066, 1.0)",Poet,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ
0.2409521164485065,1962,الدكتورة,دكتور,-0.270332136,-0.029380019,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.4449826989619379, 0.6918108419838525, 0.8269896193771626, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
0.3246284333291919,1962,نائبة,نائب,-0.379036163,0.05440773,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.2261437908496732, 0.5280276816608996, 0.7399461745482506, 1.0)",Deputy,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ
0.3528247806484931,1962,الجندية,جندي,-0.369162773,0.016337992,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.1895424836601307, 0.47958477508650516, 0.7151864667435601, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
-0.040454502,1963,الكاتبة,كاتب,-0.26269748,0.303151982,كاتبة-كاتب,ﺐﺗﺎﻜﻟﺍ-ﺔﺒﺗﺎﻜﻟﺍ,"(0.9783160322952711, 0.9234140715109573, 0.891118800461361, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
-0.007223677,1963,موظفة,موظف,-0.100614557,0.1078382334537456,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.9700115340253749, 0.9621683967704728, 0.9575547866205305, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.2216762292139844,1963,نائبة,نائب,-0.275871812,0.054195583,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.5057285659361787, 0.7302575932333719, 0.8477508650519032, 1.0)",Deputy,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ
0.2321529118698534,1963,الدكتورة,دكتور,-0.236581882,-0.00442897,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.4692810457516342, 0.7071895424836603, 0.8352941176470589, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
0.3344183746718286,1963,الجندية,جندي,-0.355639416,-0.021221041,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.21568627450980393, 0.5141868512110727, 0.7328719723183391, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
0.3490793039876805,1963,الشاعرة,شاعر,-0.427528251,0.078448947,شاعرة-شاعر,ﺮﻋﺎﺸﻟﺍ-ﺓﺮﻋﺎﺸﻟﺍ,"(0.1947712418300654, 0.4865051903114187, 0.718723567858516, 1.0)",Poet,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ
-0.077471735,1964,موظفة,موظف,0.037053854,-0.11452559,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.9866205305651673, 0.8846597462514417, 0.8246828143021915, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.03572816,1964,كاتبة,كاتب,0.1136930174899713,-0.077964858,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.9131103421760862, 0.9423298731257209, 0.95840061514802, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
0.3157778756664136,1964,الدكتورة,دكتور,0.3658043948121938,-0.050026519,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.24183006535947713, 0.5487889273356401, 0.750557477893118, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
-0.032182949,1965,الجندية,جندي,0.098525853,-0.130708802,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.9764705882352941, 0.9320261437908497, 0.9058823529411765, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
0.061463028,1965,كاتبة,كاتب,0.098775275,-0.037312247,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.8780469050365245, 0.9257208765859286, 0.9519415609381008, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
0.1716583103740869,1965,موظفة,موظف,0.2052389551254174,-0.033580645,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.645213379469435, 0.8094579008073819, 0.8913494809688582, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.2231227880209336,1965,نائبة,نائب,0.2614184636080312,0.038295676,نائبة-نائب,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ,"(0.4935793925413305, 0.7225682429834681, 0.8435986159169551, 1.0)",Deputy,ﺐﺋﺎﻧ-ﺔﺒﺋﺎﻧ
0.2594249688117643,1965,الدكتورة,دكتور,0.2980230353965216,-0.038598067,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.38423683198769715, 0.653364090734333, 0.8062283737024222, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
-0.0464302,1966,موظفة,موظف,-0.103898676,0.1503288763424302,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.9792387543252595, 0.9191080353710112, 0.8837370242214533, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.1462391389028435,1966,الجندية,جندي,-0.215933096,-0.069693957,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.7033448673587084, 0.8389850057670128, 0.9079584775086506, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
0.1567614875446329,1966,الدكتورة,دكتور,-0.244320371,-0.087558884,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.6742791234140717, 0.8242214532871974, 0.8996539792387545, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
0.1608373402877277,1966,شاعرة,شاعر,-0.209508211,0.048670871,شاعرة-شاعر,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ,"(0.6645905420991929, 0.819300269127259, 0.896885813148789, 1.0)",Poet,ﺮﻋﺎﺷ-ﺓﺮﻋﺎﺷ
0.1928145988671049,1966,المهندسة,مهندس,-0.27754137,0.084726771,مهندسة-مهندس,ﺱﺪﻨﻬﻤﻟﺍ-ﺔﺳﺪﻨﻬﻤﻟﺍ,"(0.5870818915801617, 0.779930795847751, 0.8747404844290658, 1.0)",Engineer,ﺱﺪﻨﻬﻣ-ﺔﺳﺪﻨﻬﻣ
0.2726156061464216,1966,كاتبة,كاتب,-0.37825516,-0.105639553,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.34778931180315276, 0.6302960399846214, 0.7937716262975778, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
0.075214874,1967,موظفة,موظف,0.160669969,-0.085455095,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.8546712802768167, 0.914648212226067, 0.9476355247981546, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.095768918,1967,كاتبة,كاتب,0.1357298111045375,-0.039960893,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.825451749327182, 0.90080738177624, 0.9422529796232219, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
0.1597780379755503,1967,المهندسة,مهندس,0.2708650126953713,-0.111086975,مهندسة-مهندس,ﺱﺪﻨﻬﻤﻟﺍ-ﺔﺳﺪﻨﻬﻤﻟﺍ,"(0.6742791234140717, 0.8242214532871974, 0.8996539792387545, 1.0)",Engineer,ﺱﺪﻨﻬﻣ-ﺔﺳﺪﻨﻬﻣ
0.1702741333687034,1967,الجندية,جندي,0.203267702,-0.032993569,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.645213379469435, 0.8094579008073819, 0.8913494809688582, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
0.1831296952527296,1967,الدكتورة,دكتور,0.1926794531002721,-0.009549758,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.6161476355247983, 0.7946943483275665, 0.883044982698962, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
0.035646626,1968,موظفة,موظف,-0.122046264,0.086399638,موظفة-موظف,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ,"(0.9131103421760862, 0.9423298731257209, 0.95840061514802, 1.0)",Employee,ﻒﻇﻮﻣ-ﺔﻔﻇﻮﻣ
0.1527504474314579,1968,كاتبة,كاتب,-0.287480065,0.1347296174138885,كاتبة-كاتب,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ,"(0.6839677047289506, 0.8291426374471359, 0.9024221453287198, 1.0)",Writer,ﺐﺗﺎﻛ-ﺔﺒﺗﺎﻛ
0.1734376646720768,1968,طبيبة,طبيب,-0.179931593,0.006493928,طبيبة-طبيب,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ,"(0.6355247981545562, 0.8045367166474434, 0.8885813148788928, 1.0)",Physician,ﺐﻴﺒﻃ-ﺔﺒﻴﺒﻃ
0.2008910226169817,1968,الجندية,جندي,-0.251973947,0.051082924,جندية-جندي,ﻱﺪﻨﺠﻟﺍ-ﺔﻳﺪﻨﺠﻟﺍ,"(0.5664744329104193, 0.7687043444828915, 0.8685121107266437, 1.0)",Soldier,ﻱﺪﻨﺟ-ﺔﻳﺪﻨﺟ
0.2332557543095357,1968,المهندسة,مهندس,-0.400634493,0.1673787391490029,مهندسة-مهندس,ﺱﺪﻨﻬﻤﻟﺍ-ﺔﺳﺪﻨﻬﻤﻟﺍ,"(0.4692810457516342, 0.7071895424836603, 0.8352941176470589, 1.0)",Engineer,ﺱﺪﻨﻬﻣ-ﺔﺳﺪﻨﻬﻣ
0.2355169119873475,1968,الدكتورة,دكتور,-0.352855179,-0.117338267,دكتورة-دكتور,ﺭﻮﺘﻛﺪﻟﺍ-ﺓﺭﻮﺘﻛﺪﻟﺍ,"(0.45713187235678604, 0.6995001922337564, 0.8311418685121108, 1.0)",Doctor,ﺭﻮﺘﻛﺩ-ﺓﺭﻮﺘﻛﺩ
